,property_description,number of rooms,quadrat (m^2),date,price (euro),region_Prishtine,region_other region in kosove,seasons_Autumn,seasons_Spring,seasons_Summer,seasons_Winter,neighborhood_Aktash,neighborhood_Arbëria (Dragodani),neighborhood_Bregu i Diellit,neighborhood_Dardania,neighborhood_Kalabria,neighborhood_Lagjen e Spitalit,neighborhood_Lagjja e Muhaxherëve,neighborhood_Lakrishta,neighborhood_Other,neighborhood_Qafa,neighborhood_Qendra,neighborhood_Tophane,neighborhood_Ulpiana
25946,banesa gjindet afr qendrs,3,85.0,2018-09-12,260.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25947,banese me qira ne top hane te kolegji riinvest  250 euro,3,60.0,2018-09-12,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25948,banese me qira te rruga b  per studenta  200 euro,2,60.0,2018-09-12,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25949,banese me qira ne bregun e diellit perball banesave te bardha  200 euro,2,60.0,2018-09-12,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25950,garsonjere me qira ne lagjen e muhaxhereve  200 euro,1,40.0,2018-09-12,200.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25951,banese me qira ne bregun e diellit 280euro,2,3453.374379723643,2018-09-12,280.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25952,ofrohet banese 65m2 me qira ne qender delta,2,65.0,2018-09-12,600.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25953,banes me qera ne lagjen mati 1 te super viva 978,2,70.0,2018-09-12,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25954,banes me qera ne lagjen dardani te santea 980,2,60.0,2018-09-12,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25955,jap banes me qira aktash,3,90.0,2018-09-12,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25956,leshohet banesa me qira ne qender,2,65.0,2018-09-12,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25957,leshohet banesa me qira afer sheshit te sllovenia sport,3,85.0,2018-09-12,350.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25958,banese me qira te domi i pleqve  180 euro,2,50.0,2018-09-12,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25959,banese me qira ne ulpiane mrapa aak se,2,60.0,2018-09-12,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25960,banese me qira te parku i qytetit  3 dhomshe,3,80.0,2018-09-12,270.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25961,banese me qira te parku i qytetit  4 dhomshe,4,100.0,2018-09-12,300.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25962,banes luksoze me qira ne mati 1 cima construction 350,3,100.0,2018-09-12,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25963,banes me qira mati 1 250,3,80.0,2018-09-12,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25964,banese me qira  lagjia e spitalit  cima construction,2,60.0,2018-09-12,230.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25965,banese me qera ne breg te diellit 200 euro ne muaj dy dhoma gjumi,3,85.0,2018-09-12,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25966,banes me qira,3,129.0,2018-09-11,450.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25967,banes,2,70.0,2018-09-11,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25968,banese me qira,2,70.0,2018-09-11,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25969,banese me qira ne aktash  te prishtina stars  400 euro,2,63.0,2018-09-11,400.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25970,banese me qira te domi i pleqve  250 euro,3,86.0,2018-09-11,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25971,banes me qera ne lagjen dardania prane market eli abi 984,2,45.0,2018-09-11,200.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25972,banes me qera ne lagjen bregu i diellit prapa furres qerimi 2 964,3,70.0,2018-09-11,230.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25973,banes me qera ne lagjen dardani afer restaurant dubrovniku 967,2,52.0,2018-09-11,225.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25974,banese me qira ne pejton te ambasada norvegjeze  400 euro,3,85.0,2018-09-11,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25975,banese me qira ne breg te diellit 220 euro te shtepia e shendetit,2,50.0,2018-09-11,220.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25976,baneseme qira te rruga c  pa mobile,2,70.0,2018-09-11,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25977,banese me qira te mati 1  pa mobile,3,100.0,2018-09-11,220.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25978,banese  garsoniere me qera ne lagjen e muhaxhereve prane hotel afa 977,1,40.0,2018-09-11,220.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25979,banesa me qira ne lagjen dardania,1,35.0,2018-09-11,200.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25980,vr real estate banes me qira mati1,2,50.0,2018-09-11,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25981,banes me qira bregu i diellit kompleksi famis 280,3,100.0,2018-09-11,280.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25982,banes me qira ne mati 1 alko group 250,3,90.0,2018-09-11,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25983,banes me qira ne lagjen e muhaxhereve 230,2,65.0,2018-09-11,230.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25984,banes me qira ne dragodan 240,2,60.0,2018-09-11,240.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25985,banes me qira bregu i diellit 250,3,80.0,2018-09-11,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25986,ofrohet banese 60m2 me qira ne mat 1 delta,1,60.0,2018-09-11,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25987,ofrohet banese 68m2 me qira ne kalabri delta,2,68.0,2018-09-11,350.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25988,ofrohet banese 95m2 me qira ne arberi delta,2,95.0,2018-09-11,500.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25989,banes me qera  te parku,3,5454.5353300733495,2018-09-10,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25990,banes me qera  parku i qytetit,4,114.28838342810722,2018-09-10,280.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25991,banese me qira ne bregun e diellit te xhambazt  300 euro,3,90.0,2018-09-10,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25992,banese me qira ne qender  te 4 llullat 350 euro,4,114.28838342810722,2018-09-10,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25993,banese me qira ne ulpiane te aak  ja  pa mobile,3,75.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25994,banese me qira ne lagjen e spitalit,2,82.0,2018-09-10,300.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25995,banes me qera ne lagjen aktash perball salles 1 tetori 959,3,75.0,2018-09-10,250.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25996,banes me qera ne lagjen ulpian prane laboratorit fati im 960,1,35.0,2018-09-10,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25997,banes me qera ne lagjen lakrishte kompleksi beni dona 2 961,2,40.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25998,kerkojme banese me qera ne qender te prishtines,2,50.0,2018-09-10,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25999,banese me qira te mati 1  te kawa  pa mobile,2,70.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26000,banese me qira ne ulpiane per studente  300 euro,3,85.0,2018-09-10,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26001,banes me qera ne lagjen qafe rr lidhja e prizerenit 864,4,105.0,2018-09-10,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26002,banes me qera ne lagjen bregu i diellit rruga armend daci 860,2,60.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26003,banese me qira ne bregun e diellit  per familjar  250 euro,3,85.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26004,banese me qira ne aktash per studente  300 euro,3,74.0,2018-09-10,300.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26005,ipet banesa me qira te stacioni i trenit,3,86.0,2018-09-10,320.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26006,banes me qira mbrapa siriusit 300,3,100.0,2018-09-10,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26007,ipet banesa me qira ne qender te kompleksi qafa,2,65.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26008,ipet banesa me qira ne qender te sllovenija sporti,2,65.0,2018-09-10,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26009,ofrohet banese 58m2 me qira te 4 llullat delta,1,58.0,2018-09-10,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26010,lshohet me qira banesa ne breg te diellit,1,54.0,2018-09-09,220.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26011,kerkoj cimer,2,4.0,2018-09-09,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26012,leshohet me qira banesa ne lagjen mati 1,2,50.0,2018-09-09,170.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26013,ofrohet banese 78m2 me qira te 4 llullat delta,2,78.0,2018-09-09,320.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26014,banese me qira te parku i qytetit  300 euro,3,90.0,2018-09-09,300.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26015,banese me qira te parku i qytetit te life fitnesi  240 euro,2,60.0,2018-09-09,240.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26016,banese me qira te mati 1  afer shkolles fillore  pavaresia,3,75.0,2018-09-09,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26017,banese me qira ne bregun e diellit  250 euro,2,70.0,2018-09-09,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26018,banese me qira ne dardani mbi kurriz me termokos,3,67.0,2018-09-09,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26019,banese me qira ne dardani te bastrade  300 euro,3,85.0,2018-09-09,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26020,banese me qira te rruga c,2,53.0,2018-09-09,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26021,banese me qira ne emshir  kalabri te ubt ja,3,70.0,2018-09-09,250.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26022,kat shtepie me qira ne aktash bregu i diellit   te osce  220 euro,2,50.0,2018-09-09,220.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26023,ofrohet banese 54m2 me qira ne arberi delta,1,54.0,2018-09-09,270.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26024,banese me qira te rruga c  200 euro,2,55.0,2018-09-09,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26025,banese me qira te mati 1 lagja e spitalit  te eulexi  300 euro,3,90.0,2018-09-09,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26026,banese me qira,2,60.0,2018-09-08,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26027,jep banesen dydhomeshe me qira,2,60.0,2018-09-08,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26028,banese me qira te mati 1  afer super vives  290 euro,2,70.0,2018-09-08,290.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26029,banese me qira ne bregun e diellit 4 dhomshe,4,110.0,2018-09-08,350.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26030,banese me qira te mati 1  te eulexi  300 euro,3,85.0,2018-09-08,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26031,banese me qira ne qender  te hotel siriusi  350 euro,3,100.0,2018-09-08,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26032,banese me qira te mati 1  te kawa group  300 euro,3,85.0,2018-09-07,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26033,kerkojme banese me qera ne fushe kosove,3,75.0,2018-09-07,250.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26034,banese me qira prapa hotel siriusqender 350 euro,3,85.0,2018-09-07,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26035,banes me qera ne lagjen dardani mbi kurriz 879,2,64.0,2018-09-07,280.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26036,banese me qira ne bregun e diellit  220 euro,2,55.0,2018-09-07,220.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26037,banese me qira ne tokebashqe  rruges per germi  170 euro,2,40.0,2018-09-07,170.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26038,banese me qira te mati 1  me termokos  400 euro,3,85.0,2018-09-07,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26039,banese me qira te rruga b mrapa meridianit  300,2,65.0,2018-09-07,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26040,banese me qira ne aktash afer osce  se  400 euro,3,100.0,2018-09-07,400.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26041,banese me qira ne top hane te hekurudha  250 euro,2,65.0,2018-09-07,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26042,banese me qira ne ulpiane  afer fontanes  300 euro,2,70.0,2018-09-07,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26043,banes me qira dardani ner katedrale,2,60.0,2018-09-07,220.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26044,banes me qira ne lagjen e muhaxhereve 210,2,55.0,2018-09-07,210.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26045,ofrohet banesa 60m2 me qira ne lagjen dardania delta,2,60.0,2018-09-06,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26046,ofrohet banesa 100m2 me qira ne lagjen dardania delta,3,100.0,2018-09-06,500.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26047,ofrohet banesa 85m2 me qira ne lagjen dardania delta,3,85.0,2018-09-06,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26048,ofrohet banesa 84m2 me qira ne lagjen kalabria delta,3,84.0,2018-09-06,400.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26049,leshohet banesa me qira mbrapa hotel sirius,3,80.0,2018-09-06,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26050,leshohet banesa me qira ne mati 1 te royal city,4,95.0,2018-09-06,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26051,banese me qera ne dardani mbi kurriz per banim apo zyre,4,110.0,2018-09-06,350.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26052,banese me qera te qafa 300 euro dy dhoma gjumi,3,75.0,2018-09-06,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26053,banese me qera ne lagje te spitalit me dy dhoma gjumi te royal,3,90.0,2018-09-06,350.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26054,banese me qera te kullat e arabve dy dhoma gjumi 250 euro,3,85.0,2018-09-06,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26055,banese me qera te siriusi 300 euro ne muaj,2,65.0,2018-09-06,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26056,banes me qera,2,64.0,2018-09-05,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26057,banes me qera,2,64.0,2018-09-05,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26058,banesa me qera,2,64.0,2018-09-05,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26059,ofrohet banese 86m2 me qira ne lagjen arberia delta,3,86.0,2018-09-05,320.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26060,banes me qira emshir,1,65.0,2018-09-05,250.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26061,banese me qira ne top hane  te hekurudha  300 euro,3,90.0,2018-09-05,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26062,banese me qira ne qender te 4 llullat  300 euro,4,90.0,2018-09-05,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26063,vr real estate agency banesa me qira qender,3,60.0,2018-09-05,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26064,banese me qera ne lakrishte te procreditbank dy dhoma gjumi 370 euro,3,88.0,2018-09-05,370.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26065,banese 4 dhomeshe ne breg te diellit mimi 250 euro ne muaj,4,100.0,2018-09-05,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26066,kerkojme banese me qera ne ulpiane,2,65.0,2018-09-05,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26067,banese me qera ne lakrishte 3 dhoma gjumi 300 euro ne muaj,4,90.0,2018-09-05,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26068,ofrohet banese 76m2 me qira ne mati 1 delta,2,76.0,2018-09-04,350.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26069,banes me qira ne qender te sheshi 300,2,3453.374379723643,2018-09-04,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26070,banes me qira ne mati 1 alko group 400,4,200.0,2018-09-04,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26071,banes me qira ne dardani te santea e mobiluar 250,2,3453.374379723643,2018-09-04,250.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26072,banes me qira ne arberidragodan e mobiluar 250,3,80.0,2018-09-04,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26073,kat shtpie me qira n velani e mobiluar 120,2,3453.374379723643,2018-09-04,120.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26074,banes 4 dhomshe me qira n mati 1 e mobiluar 300,4,114.28838342810722,2018-09-04,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26075,banes me qira ne mati 1 kompleksi royal 250,2,80.0,2018-09-04,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26076,vr real estate banes me qira te 4 llullat,4,105.0,2018-09-04,600.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26077,banese me qera ne lagjen dardania pran restaurant dubrovniku 978,2,50.0,2018-09-04,220.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26078,banese me qira ne lagjen e muhaxhereve per studenta  250 euro,3,76.0,2018-09-04,250.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26079,banese me qira ne arberi  dragodan  400 euro,3,85.0,2018-09-04,400.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26080,banese me qira ne arberi  dragodan  te minimaxi  250 euro,2,60.0,2018-09-04,250.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26081,banese me qira ne ulpiane te fontana  300 euro,3,80.0,2018-09-04,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26082,banese me qira ne bregun e diellit te shkolla ismail qemali,3,110.0,2018-09-04,250.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26083,banese me qira ne qender  te sami frasheri,3,86.0,2018-09-04,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26084,banese me qira te rruga b  afer emones,3,87.0,2018-09-04,280.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26085,banese me qira ne ulpiane te furra graniti,3,87.0,2018-09-04,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26086,kati i shtepise me qira ne dardani  270 euro,2,70.0,2018-09-04,270.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26087,bashkebanuese femra,1,55.775165849437556,2018-09-04,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26088,banese me qira ne top hane te hekurudha  250 euro,2,60.0,2018-09-04,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26089,banese me qira te mati 1  pa mobile  180 euro,2,55.0,2018-09-04,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26090,ofrohet banese 55m2 me qira ne ulpiane delta,2,55.0,2018-09-03,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26091,ofrohet banesa 64m2 me qira ne lagjen bregu i diellit delta,2,64.0,2018-09-03,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26092,ofrohet banesa 80m2 me qira ne lagjen dardania delta,3,80.0,2018-09-03,300.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26093,banese me qira ne qender  te sllovenia e sportit  250 euro,2,57.0,2018-09-03,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26094,banese me qira ne lagjen e muhaxhereve  220 euro,2,57.0,2018-09-03,220.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26095,banese me qira ne top hane  te viva fresh,3,97.0,2018-09-02,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26096,banese me qira ne arberi  dragodan  pent house,3,75.0,2018-09-02,350.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26097,banese me qira ne ulpiane  te hotel baci  200 euro,2,40.0,2018-09-02,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26098,banese me qira ne bregun e diellit  200 euro,2,50.0,2018-09-02,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26099,banese e qira te hotel siriusi  per studenta  300 euro,3,87.0,2018-09-02,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26100,banese me qira ne bregun e diellit  200 euro,2,65.0,2018-09-02,200.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26101,kerkojm bashkebanuese femra,3,86.0,2018-09-02,280.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26102,banes me qira lagjia e muhaxherve,2,50.0,2018-09-02,220.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26103,banes me qira vetm pr familje,2,80.0,2018-09-01,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26104,leshohet me qira banesa ne lagjen mati 1,2,50.0,2018-09-01,180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26105,ofrohet banese 93m2 me qira ne aktash delta,2,93.0,2018-09-01,350.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26106,ofrohet banese 60m2 me qira ne bregun e diellit delta,1,60.0,2018-09-01,270.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26107,banese me qira te mati 1  lagja e spitalit  250 euro,3,85.0,2018-09-01,250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26108,garsonjere me qira ne fushe kosove te semitronixi  150 euro,1,47.0,2018-09-01,150.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26109,banese me qira ne kalabri  emshir  300 euro,3,90.0,2018-09-01,300.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26110,banese me qira te mati 1  lagja e spitalit  200 euro,2,60.0,2018-09-01,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26111,banese me qira ne aktash  bregun e diellit per studenta,3,5454.5353300733495,2018-09-01,300.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26112,ofrohet banese 94m2 me qira ne arberi delta,2,94.0,2018-09-01,400.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26113,ofrohet banese 75m2 me qira te qafa delta,1,75.0,2018-09-01,270.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26114,banes me qira ne mati 1 cima construction 300,3,5454.5353300733495,2018-09-01,300.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26115,banes me qira ne mati 1 cima construction 500,3,100.0,2018-09-01,400.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26116,leshoj banesen me qera ne dardani afer postes,3,90.0,2018-08-31,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26117,banese me qira ne emshir afer kompleksit dardha,0,90.0,2018-08-31,350.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
